qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|C7JA53|C7JA53_ORYSJ	INFORMATION STORAGE AND PROCESSING	Chromatin structure and dynamics 	KOG0457	Histone acetyltransferase complex SAGA/ADA, subunit ADA2	KOG0457, Histone acetyltransferase complex SAGA/ADA, subunit ADA2 [Chromatin structure and dynamics]	CDD:228406	30.851	94	39	4	383	463	36	116	3.67e-11	63.6
tr|C7LP88|C7LP88_DESBD	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	38.642	427	216	8	7	393	42	462	1.3300000000000001e-132	386.0
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0356	Mitochondrial chaperonin, Cpn60/Hsp60p	KOG0356, Mitochondrial chaperonin, Cpn60/Hsp60p [Posttranslational modification, protein turnover, chaperones]	CDD:228305	57.656	529	220	3	2	528	15	541	0.0	639.0
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0363	Chaperonin complex component, TCP-1 beta subunit (CCT2)	KOG0363, Chaperonin complex component, TCP-1 beta subunit (CCT2) [Posttranslational modification, protein turnover, chaperones]	CDD:228312	23.37	552	339	18	12	527	19	522	2.64e-15	76.0
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0361	Chaperonin complex component, TCP-1 eta subunit (CCT7)	KOG0361, Chaperonin complex component, TCP-1 eta subunit (CCT7) [Posttranslational modification, protein turnover, chaperones]	CDD:228310	21.933	538	344	20	23	527	32	526	6.32e-13	68.7
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0358	Chaperonin complex component, TCP-1 delta subunit (CCT4)	KOG0358, Chaperonin complex component, TCP-1 delta subunit (CCT4) [Posttranslational modification, protein turnover, chaperones]	CDD:228307	21.707	539	327	18	22	515	37	525	8.82e-11	61.7
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0362	Chaperonin complex component, TCP-1 theta subunit (CCT8)	KOG0362, Chaperonin complex component, TCP-1 theta subunit (CCT8) [Posttranslational modification, protein turnover, chaperones]	CDD:228311	28.448	116	79	1	20	135	35	146	4.73e-09	56.3
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0360	Chaperonin complex component, TCP-1 alpha subunit (CCT1)	KOG0360, Chaperonin complex component, TCP-1 alpha subunit (CCT1) [Posttranslational modification, protein turnover, chaperones]	CDD:228309	18.957	575	352	21	12	527	20	539	1.79e-07	51.4
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0364	Chaperonin complex component, TCP-1 gamma subunit (CCT3)	KOG0364, Chaperonin complex component, TCP-1 gamma subunit (CCT3) [Posttranslational modification, protein turnover, chaperones]	CDD:228313	24.242	165	117	3	22	184	30	188	4.43e-06	46.7
tr|C7LSV1|C7LSV1_DESBD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0359	Chaperonin complex component, TCP-1 zeta subunit (CCT6)	KOG0359, Chaperonin complex component, TCP-1 zeta subunit (CCT6) [Posttranslational modification, protein turnover, chaperones]	CDD:228308	25.862	116	82	1	22	137	28	139	9.45e-06	45.9
tr|C8VVT9|C8VVT9_DESAS	METABOLISM	Energy production and conversion 	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]	CDD:230221	23.329	733	447	22	8	736	37	658	9.79e-63	223.0
tr|C8VVT9|C8VVT9_DESAS	METABOLISM	Energy production and conversion 	KOG3256	NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit	KOG3256, NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit [Energy production and conversion]	CDD:231194	26.531	98	57	5	113	208	85	169	1.48e-05	44.5
tr|C8W2N3|C8W2N3_DESAS	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	36.58	421	227	7	7	387	42	462	2.5000000000000002e-130	380.0
tr|C8X3U5|C8X3U5_DESRD	METABOLISM	Nucleotide transport and metabolism 	KOG0430	Xanthine dehydrogenase	KOG0430, Xanthine dehydrogenase [Nucleotide transport and metabolism]	CDD:228379	28.065	734	451	28	204	901	554	1246	5.6299999999999995e-84	291.0
tr|C8X3U5|C8X3U5_DESRD	METABOLISM	Nucleotide transport and metabolism 	KOG0430	Xanthine dehydrogenase	KOG0430, Xanthine dehydrogenase [Nucleotide transport and metabolism]	CDD:228379	42.038	157	68	11	8	148	7	156	2.2399999999999997e-28	120.0
tr|D0LUK3|D0LUK3_HALO1	METABOLISM	Carbohydrate transport and metabolism 	KOG4513	Phosphoglycerate mutase	KOG4513, Phosphoglycerate mutase [Carbohydrate transport and metabolism]	CDD:232441	42.125	546	282	18	3	543	7	523	1.1e-167	484.0
tr|D0LUK3|D0LUK3_HALO1	POORLY CHARACTERIZED	General function prediction only 	KOG2645	Type I phosphodiesterase/nucleotide pyrophosphatase	KOG2645, Type I phosphodiesterase/nucleotide pyrophosphatase [General function prediction only]	CDD:230584	20.492	122	84	5	355	470	124	238	0.000394	40.4
tr|D1AP24|D1AP24_SEBTE	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG2439	Nuclear architecture related protein	KOG2439, Nuclear architecture related protein [Nuclear structure]	CDD:230378	30.653	398	255	11	192	581	61	445	1.9700000000000002e-43	159.0
tr|D1AP24|D1AP24_SEBTE	METABOLISM	Energy production and conversion 	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]	CDD:230221	36.239	218	124	4	2	215	29	235	1.69e-40	154.0
tr|D1AP24|D1AP24_SEBTE	METABOLISM	Energy production and conversion 	KOG3256	NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit	KOG3256, NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit [Energy production and conversion]	CDD:231194	31.343	67	34	3	152	214	111	169	6.44e-05	42.2
tr|D1B6I2|D1B6I2_THEAS	METABOLISM	Inorganic ion transport and metabolism 	KOG1055	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily	KOG1055, GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Amino acid transport and metabolism, Signal transduction mechanisms]	CDD:229001	20.413	436	262	21	6	375	12	428	1.9e-07	50.6
tr|D1B8F3|D1B8F3_THEAS	METABOLISM	Amino acid transport and metabolism 	KOG2250	Glutamate/leucine/phenylalanine/valine dehydrogenases	KOG2250, Glutamate/leucine/phenylalanine/valine dehydrogenases [Amino acid transport and metabolism]	CDD:230189	39.048	420	223	8	32	421	66	482	2.4e-114	342.0
tr|D1BXH6|D1BXH6_XYLCX	METABOLISM	Carbohydrate transport and metabolism 	KOG0470	1,4-alpha-glucan branching enzyme/starch branching enzyme II	KOG0470, 1,4-alpha-glucan branching enzyme/starch branching enzyme II [Carbohydrate transport and metabolism]	CDD:228419	18.855	716	451	30	1137	1839	114	712	2.4699999999999996e-54	202.0
tr|D1BXH6|D1BXH6_XYLCX	METABOLISM	Carbohydrate transport and metabolism 	KOG0470	1,4-alpha-glucan branching enzyme/starch branching enzyme II	KOG0470, 1,4-alpha-glucan branching enzyme/starch branching enzyme II [Carbohydrate transport and metabolism]	CDD:228419	23.438	192	98	10	206	389	259	409	4.65e-07	52.4
tr|D1BXH6|D1BXH6_XYLCX	METABOLISM	Carbohydrate transport and metabolism 	KOG0471	Alpha-amylase	KOG0471, Alpha-amylase [Carbohydrate transport and metabolism]	CDD:228420	20.667	600	351	27	142	674	3	544	1.58e-38	150.0
tr|D1BXH6|D1BXH6_XYLCX	METABOLISM	Carbohydrate transport and metabolism 	KOG2212	Alpha-amylase	KOG2212, Alpha-amylase [Carbohydrate transport and metabolism]	CDD:230151	22.759	145	94	3	251	387	86	220	1.39e-05	47.6
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0460	Mitochondrial translation elongation factor Tu	KOG0460, Mitochondrial translation elongation factor Tu [Translation, ribosomal structure and biogenesis]	CDD:228409	69.424	399	118	2	2	400	44	438	0.0	704.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0458	Elongation factor 1 alpha	KOG0458, Elongation factor 1 alpha [Translation, ribosomal structure and biogenesis]	CDD:228407	26.577	444	254	14	10	398	175	601	3.5e-58	197.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0461	Selenocysteine-specific elongation factor	KOG0461, Selenocysteine-specific elongation factor [Translation, ribosomal structure and biogenesis]	CDD:228410	30.195	308	177	9	13	307	8	290	1.9799999999999997e-48	169.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0459	Polypeptide release factor 3	KOG0459, Polypeptide release factor 3 [Translation, ribosomal structure and biogenesis]	CDD:228408	26.682	446	257	15	7	400	74	501	1.66e-47	166.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0462	Elongation factor-type GTP-binding protein	KOG0462, Elongation factor-type GTP-binding protein [Translation, ribosomal structure and biogenesis]	CDD:228411	32.168	286	155	15	14	288	62	319	5.1600000000000005e-31	122.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0052	Translation elongation factor EF-1 alpha/Tu	KOG0052, Translation elongation factor EF-1 alpha/Tu [Translation, ribosomal structure and biogenesis]	CDD:228003	25.624	441	209	14	1	395	1	368	8.38e-22	93.7
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1145	Mitochondrial translation initiation factor 2 (IF-2; GTPase)	KOG1145, Mitochondrial translation initiation factor 2 (IF-2; GTPase) [Translation, ribosomal structure and biogenesis]	CDD:229088	33.195	241	119	9	15	248	155	360	2.25e-20	91.0
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0466	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	KOG0466, Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase) [Translation, ribosomal structure and biogenesis]	CDD:228415	27.273	275	143	9	13	250	39	293	4.19e-19	86.4
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0465	Mitochondrial elongation factor	KOG0465, Mitochondrial elongation factor [Translation, ribosomal structure and biogenesis]	CDD:228414	34.351	131	81	3	14	141	41	169	1.89e-15	75.9
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1143	Predicted translation elongation factor	KOG1143, Predicted translation elongation factor [Translation, ribosomal structure and biogenesis]	CDD:229086	22.831	438	263	17	13	398	168	582	1.08e-14	73.4
tr|D1CD68|D1CD68_THET1	POORLY CHARACTERIZED	General function prediction only 	KOG0463	GTP-binding protein GP-1	KOG0463, GTP-binding protein GP-1 [General function prediction only]	CDD:228412	22.936	436	265	21	13	399	134	547	4.74e-14	71.5
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0468	U5 snRNP-specific protein	KOG0468, U5 snRNP-specific protein [Translation, ribosomal structure and biogenesis]	CDD:228417	27.273	143	93	4	13	149	129	266	5.42e-13	68.4
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0467	Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins	KOG0467, Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins [Translation, ribosomal structure and biogenesis]	CDD:228416	27.564	156	92	6	14	160	11	154	3.53e-12	65.7
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0464	Elongation factor G	KOG0464, Elongation factor G [Translation, ribosomal structure and biogenesis]	CDD:228413	32.331	133	77	4	14	139	39	165	8.41e-12	64.3
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0469	Elongation factor 2	KOG0469, Elongation factor 2 [Translation, ribosomal structure and biogenesis]	CDD:228418	29.775	178	88	11	1	157	13	174	2.04e-10	60.2
tr|D1CD68|D1CD68_THET1	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1144	Translation initiation factor 5B (eIF-5B)	KOG1144, Translation initiation factor 5B (eIF-5B) [Translation, ribosomal structure and biogenesis]	CDD:229087	32.593	135	66	4	18	139	481	603	1.46e-08	54.5
tr|D2R336|D2R336_PIRSD	POORLY CHARACTERIZED	General function prediction only 	KOG0956	PHD finger protein AF10	KOG0956, PHD finger protein AF10 [General function prediction only]	CDD:228902	20.393	407	262	16	1855	2219	239	625	0.000224	44.6
tr|D2Z542|D2Z542_9BACT	METABOLISM	Amino acid transport and metabolism 	KOG2250	Glutamate/leucine/phenylalanine/valine dehydrogenases	KOG2250, Glutamate/leucine/phenylalanine/valine dehydrogenases [Amino acid transport and metabolism]	CDD:230189	40.618	421	216	11	32	422	66	482	2.35e-121	360.0
tr|D2Z620|D2Z620_9BACT	METABOLISM	Inorganic ion transport and metabolism 	KOG1056	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily	KOG1056, Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Signal transduction mechanisms]	CDD:229002	21.429	280	176	15	51	302	66	329	0.000153	41.2
tr|D2Z6B3|D2Z6B3_9BACT	METABOLISM	Coenzyme transport and metabolism 	KOG2949	Ketopantoate hydroxymethyltransferase	KOG2949, Ketopantoate hydroxymethyltransferase [Coenzyme transport and metabolism]	CDD:230888	44.523	283	154	3	3	282	23	305	3.48e-99	291.0
tr|D3Q5V2|D3Q5V2_STANL	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes	KOG4441, Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes [Signal transduction mechanisms, General function prediction only]	CDD:232370	26.042	288	181	11	1067	1336	261	534	2.44e-26	113.0
tr|D3Q5V2|D3Q5V2_STANL	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes	KOG4441, Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes [Signal transduction mechanisms, General function prediction only]	CDD:232370	27.976	168	113	5	1063	1229	403	563	3.75e-20	94.0
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG2649	Zinc carboxypeptidase	KOG2649, Zinc carboxypeptidase [General function prediction only]	CDD:230588	32.323	99	64	3	549	645	379	476	4.24e-12	67.8
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG2649	Zinc carboxypeptidase	KOG2649, Zinc carboxypeptidase [General function prediction only]	CDD:230588	32.143	84	49	5	631	711	380	458	0.000366	42.4
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG0379	Kelch repeat-containing proteins	KOG0379, Kelch repeat-containing proteins [General function prediction only]	CDD:228328	22.754	167	108	6	1073	1218	108	274	3.14e-09	58.7
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG0379	Kelch repeat-containing proteins	KOG0379, Kelch repeat-containing proteins [General function prediction only]	CDD:228328	20.245	163	117	5	1060	1212	43	202	1e-07	54.1
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG0379	Kelch repeat-containing proteins	KOG0379, Kelch repeat-containing proteins [General function prediction only]	CDD:228328	19.255	161	119	4	1075	1226	161	319	1.92e-06	49.8
tr|D3Q5V2|D3Q5V2_STANL	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1948	Metalloproteinase-related collagenase pM5	KOG1948, Metalloproteinase-related collagenase pM5 [Posttranslational modification, protein turnover, chaperones]	CDD:229887	25.926	189	110	8	550	715	318	499	1.3e-05	47.6
tr|D3Q5V2|D3Q5V2_STANL	POORLY CHARACTERIZED	General function prediction only 	KOG4693	Uncharacterized conserved protein, contains kelch repeat	KOG4693, Uncharacterized conserved protein, contains kelch repeat [General function prediction only]	CDD:232619	25.153	163	92	8	1075	1212	12	169	0.00018	43.3
tr|D3S0E7|D3S0E7_FERPA	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1366	Alpha-macroglobulin	KOG1366, Alpha-macroglobulin [Posttranslational modification, protein turnover, chaperones]	CDD:229308	23.204	181	96	7	403	551	1026	1195	0.000148	42.8
tr|D3S0E7|D3S0E7_FERPA	METABOLISM	Lipid transport and metabolism 	KOG0497	Oxidosqualene-lanosterol cyclase and related proteins	KOG0497, Oxidosqualene-lanosterol cyclase and related proteins [Lipid transport and metabolism]	CDD:228446	37.705	61	24	2	401	448	638	697	0.001	40.1
tr|D3Y4Q4|D3Y4Q4_BRAEL	METABOLISM	Amino acid transport and metabolism 	KOG0683	Glutamine synthetase	KOG0683, Glutamine synthetase [Amino acid transport and metabolism]	CDD:228630	48.78	205	88	8	14	206	57	256	2.02e-66	206.0
tr|D5ECU0|D5ECU0_AMICL	METABOLISM	Inorganic ion transport and metabolism 	KOG1052	Glutamate-gated kainate-type ion channel receptor subunit GluR5 and related subunits	KOG1052, Glutamate-gated kainate-type ion channel receptor subunit GluR5 and related subunits [Inorganic ion transport and metabolism, Amino acid transport and metabolism, Signal transduction mechanisms]	CDD:228998	26.549	113	65	3	30	125	217	328	3.49e-06	45.2
tr|D5ED23|D5ED23_AMICL	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0460	Mitochondrial translation elongation factor Tu	KOG0460, Mitochondrial translation elongation factor Tu [Translation, ribosomal structure and biogenesis]	CDD:228409	67.085	398	127	2	2	399	44	437	0.0	687.0
tr|D5ED23|D5ED23_AMICL	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0458	Elongation factor 1 alpha	KOG0458, Elongation factor 1 alpha [Translation, ribosomal structure and biogenesis]	CDD:228407	27.716	451	256	17	3	398	166	601	8.94e-56	191.0
