Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
K2CT31	K2CT31_9BACT	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	6-phosphofructokinase complex [GO:0005945]; 6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]; canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]	FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000256|HAMAP-Rule:MF_00339}.	2.7.1.11	4.0	Phosphofructokinase type A (PFKA) family, ATP-dependent PFK group I subfamily, Prokaryotic clade 'B1' sub-subfamily	PF00365;
M8DAL6	M8DAL6_9BACL	Uncharacterized protein	bacterial microcompartment [GO:0031469]			1.0	Bacterial microcompartments protein family, CsoS1 subfamily	PF00936;
E8JZR6	E8JZR6_9STRE	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	cytosol [GO:0005829]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle. {ECO:0000256|ARBA:ARBA00003670, ECO:0000256|HAMAP-Rule:MF_00595}.	4.1.1.31	3.0	PEPCase type 1 family	PF00311;
Q93EU4	Q93EU4_9BACT	Dissimilatory sulfite reductase beta subunit	sulfite reductase complex (NADPH) [GO:0009337]; 4 iron, 4 sulfur cluster binding [GO:0051539]; dissimilatory sulfite reductase activity [GO:0018551]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; sulfite reductase (ferredoxin) activity [GO:0050311]; sulfite reductase activity [GO:0016002]; sulfate assimilation [GO:0000103]			2.0		PF01077;PF03460;
A0A1V4VE90	A0A1V4VE90_9EURY	Pyruvate synthase subunit PorA (EC 1.2.7.1)	pyruvate synthase activity [GO:0019164]; response to oxidative stress [GO:0006979]		1.2.7.1	1.0		PF17147;PF01855;
X1TF24	X1TF24_9ZZZZ	EF-hand domain-containing protein	calcium ion binding [GO:0005509]; cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]			1.0		PF01650;PF18884;
E7S9F3	E7S9F3_9STRE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit (EC 2.4.1.-) (Glycosyltransferase GtfA)	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; protein N-acetylglucosaminyltransferase complex [GO:0017122]; glycosyltransferase activity [GO:0016757]; nucleotide binding [GO:0000166]; protein O-linked glycosylation via serine [GO:0018242]	FUNCTION: Required for polymorphic O-glycosylation of the serine-rich repeat protein in this bacteria. Catalyzes the first step in glycosylation by transferring N-acetylglucosamine from UDP-GlcNAc to serine residues in the substrate protein. Part of the accessory SecA2/SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon. {ECO:0000256|HAMAP-Rule:MF_01472}.	2.4.1.-	3.0	Glycosyltransferase group 1 family, Glycosyltransferase 4 subfamily	PF00534;PF22145;
E1YBE5	E1YBE5_9BACT	OmpA-like domain-containing protein	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; calcium ion binding [GO:0005509]; porin activity [GO:0015288]; cell adhesion [GO:0007155]; monoatomic ion transport [GO:0006811]			2.0		PF13505;PF00691;PF02412;
Q43131	Q43131_VICFA	Plasma membrane ATPase (EC 7.1.2.1)	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type proton-exporting transporter activity [GO:0008553]; proton export across plasma membrane [GO:0120029]		7.1.2.1	2.0	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIIA subfamily	PF00690;PF00122;PF00702;
A0A3Z4X0U0	A0A3Z4X0U0_SALET	Plasmid transfer ATPase TraJ	ATP hydrolysis activity [GO:0016887]			1.0	GSP E family	PF00437;
S4WB64	S4WB64_9BACT	Uncharacterized protein				1.0		
I2Q7C0	I2Q7C0_9BACT	Outer membrane protein/peptidoglycan-associated (Lipo)protein	cell outer membrane [GO:0009279]			1.0		PF00691;
R9GLJ3	R9GLJ3_9SPHI	Uncharacterized protein				1.0		PF12771;
I0AKM4	I0AKM4_IGNAJ	Choice-of-anchor D domain-containing protein				1.0		PF22073;PF07675;
B9M0H1	B9M0H1_GEODF	Flagellin	bacterial-type flagellum [GO:0009288]; structural molecule activity [GO:0005198]			1.0		PF00669;
Q3JA35	Q3JA35_NITOC	Serine protease	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S1 family	
S7U4F1	S7U4F1_9BACT	Iron-containing alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
D5ECU0	D5ECU0_AMICL	Extracellular solute-binding protein family 3	cell envelope [GO:0030313]; membrane [GO:0016020]; ligand-gated monoatomic ion channel activity [GO:0015276]			1.0	Bacterial solute-binding protein 3 family	PF00497;
Q3A3H2	Q3A3H2_SYNC1	Cytoplasmic [FeFe]-hydrogenase-associated NADPH oxidoreductase, major subunit (Cytoplasmic formate dehydrogenase-associated NADPH oxidoreductase, major subunit)	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]			1.0	Complex I 51 kDa subunit family	PF01512;PF12838;PF10589;PF10531;
Q49C06	Q49C06_9EURY	coenzyme-B sulfoethylthiotransferase (EC 2.8.4.1)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; metal ion binding [GO:0046872]; methanogenesis [GO:0015948]		2.8.4.1	2.0	Methyl-coenzyme M reductase alpha subunit family	PF02249;PF02745;
X1EXY1	X1EXY1_9ZZZZ	Enoyl-CoA hydratase				1.0	Enoyl-CoA hydratase/isomerase family	PF00378;
H7FMD0	H7FMD0_FLAFP	Pesticidal crystal protein Cry22Aa Ig-like domain-containing protein				1.0		PF16403;
D1B8K5	D1B8K5_THEAS	TRAP transporter solute receptor, TAXI family				1.0		PF16868;
F4C0H5	F4C0H5_METSG	Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase)	cytoplasm [GO:0005737]; methenyltetrahydromethanopterin cyclohydrolase activity [GO:0018759]; methanogenesis, from carbon dioxide [GO:0019386]; one-carbon metabolic process [GO:0006730]	FUNCTION: Catalyzes the reversible interconversion of 5-formyl-H(4)MPT to methenyl-H(4)MPT(+). {ECO:0000256|HAMAP-Rule:MF_00486}.	3.5.4.27	2.0	MCH family	PF02289;
Q7X0X9	Q7X0X9_STRPY	Streptokinase	extracellular region [GO:0005576]; kinase activity [GO:0016301]			1.0		PF02821;
A0LJ84	A0LJ84_SYNFM	4Fe-4S ferredoxin-type domain-containing protein	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			1.0		PF02754;PF13183;
F4BYY2	F4BYY2_METSG	Putative nickel-responsive regulator	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; nickel cation binding [GO:0016151]; response to nickel cation [GO:0010045]	FUNCTION: Transcriptional regulator. {ECO:0000256|ARBA:ARBA00002339, ECO:0000256|HAMAP-Rule:MF_00476}.		2.0	Transcriptional regulatory CopG/NikR family	PF08753;PF01402;
A0LJ79	A0LJ79_SYNFM	4Fe-4S ferredoxin, iron-sulfur binding domain protein	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			1.0	HdrA family	PF12838;PF07992;
F2NIN0	F2NIN0_DESAR	Porin				1.0		
Q49C07	Q49C07_9EURY	coenzyme-B sulfoethylthiotransferase (EC 2.8.4.1)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; metal ion binding [GO:0046872]; methanogenesis [GO:0015948]		2.8.4.1	2.0	Methyl-coenzyme M reductase alpha subunit family	PF02249;PF02745;
K2QYM4	K2QYM4_METFP	Methyl-coenzyme M reductase subunit alpha (EC 2.8.4.1)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; metal ion binding [GO:0046872]; methanogenesis [GO:0015948]	FUNCTION: Component of the methyl-coenzyme M reductase (MCR) I that catalyzes the reductive cleavage of methyl-coenzyme M (CoM-S-CH3 or 2-(methylthio)ethanesulfonate) using coenzyme B (CoB or 7-mercaptoheptanoylthreonine phosphate) as reductant which results in the production of methane and the mixed heterodisulfide of CoB and CoM (CoM-S-S-CoB). This is the final step in methanogenesis. {ECO:0000256|PIRNR:PIRNR000262}.	2.8.4.1	2.0	Methyl-coenzyme M reductase alpha subunit family	PF02249;PF02745;
D8F372	D8F372_9DELT	DUF5666 domain-containing protein				1.0		
F0F8I9	F0F8I9_9BACT	TonB-dependent receptor plug domain protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF07715;
I9KF72	I9KF72_9ACTN	Uncharacterized protein				1.0		
A0A1V4VCX3	A0A1V4VCX3_9EURY	F(420)H(2) dehydrogenase subunit I (EC 1.12.98.3)	membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; Methanosarcina-phenazine hydrogenase activity [GO:0051911]; NADH dehydrogenase activity [GO:0003954]; aerobic respiration [GO:0009060]		1.12.98.3	2.0		PF12838;
E8N5H0	E8N5H0_ANATU	Acetyl-CoA synthetase (EC 6.2.1.13)	acetate-CoA ligase (ADP-forming) activity [GO:0043758]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]		6.2.1.13	1.0		PF13549;PF13380;PF19045;PF13607;
K1YCX2	K1YCX2_9BACT	Solute-binding protein family 3/N-terminal domain-containing protein	amino acid transport [GO:0006865]			1.0	Bacterial solute-binding protein 3 family	PF00497;
A5G7S6	A5G7S6_GEOUR	Peptidoglycan-binding LysM				1.0		PF01476;
A0B5W5	A0B5W5_METTP	Acetyl-CoA decarbonylase/synthase complex subunit alpha (ACDS complex subunit alpha) (EC 1.2.7.4) (ACDS complex carbon monoxide dehydrogenase subunit alpha) (ACDS CODH subunit alpha)	4 iron, 4 sulfur cluster binding [GO:0051539]; anaerobic carbon-monoxide dehydrogenase activity [GO:0043885]; hydroxylamine reductase activity [GO:0050418]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]; peroxidase activity [GO:0004601]; acetyl-CoA metabolic process [GO:0006084]; response to hydrogen peroxide [GO:0042542]	FUNCTION: Part of the ACDS complex that catalyzes the reversible cleavage of acetyl-CoA, allowing autotrophic growth from CO(2). The alpha-epsilon subcomponent functions as a carbon monoxide dehydrogenase. {ECO:0000256|HAMAP-Rule:MF_01137}.	1.2.7.4	3.0	Ni-containing carbon monoxide dehydrogenase family	PF03063;
A6YCY2	A6YCY2_9BACT	AprB	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			1.0		PF12139;PF00037;
D1B7V7	D1B7V7_THEAS	DUF3798 domain-containing protein				1.0		PF12683;
K6GMR5	K6GMR5_9BACT	Outer membrane protein/peptidoglycan-associated (Lipo)protein	cell outer membrane [GO:0009279]			1.0		PF00691;
M8DHA8	M8DHA8_THETY	ABC-type sugar transport system, periplasmic component				1.0		PF13416;
D5EDG6	D5EDG6_AMICL	Extracellular solute-binding protein, family 7	transmembrane transport [GO:0055085]			1.0		PF03480;
A0A7K4AJA4	A0A7K4AJA4_METSH	Phosphoglycerate kinase (EC 2.7.2.3)	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]		2.7.2.3	3.0	Phosphoglycerate kinase family	PF00162;
E1K229	E1K229_SOLFR	Iron-containing alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
C6E2V6	C6E2V6_GEOSM	OmpA/MotB domain protein	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; monoatomic ion transport [GO:0006811]			1.0		PF13505;PF00691;
K8PA47	K8PA47_9BRAD	Phosphonate C-P lyase system protein PhnK	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; lyase activity [GO:0016829]; organic phosphonate catabolic process [GO:0019700]	FUNCTION: Involved in beta-(1-->2)glucan export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation. {ECO:0000256|ARBA:ARBA00024722}.		1.0	ABC transporter superfamily	PF00005;
A0A843KK46	A0A843KK46_9EURY	4Fe-4S binding protein	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]			1.0		PF00037;
Q01SX2	EFTU_SOLUE	Elongation factor Tu (EF-Tu) (EC 3.6.5.3)	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: GTP hydrolase that promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00118}.	3.6.5.3	3.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
I2PXQ9	I2PXQ9_9BACT	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]			1.0	Complex I 51 kDa subunit family	PF01512;PF13237;PF10589;
W2L0L2	W2L0L2_PHYNI	Syndetin C-terminal domain-containing protein	cytosol [GO:0005829]; EARP complex [GO:1990745]; SNARE binding [GO:0000149]; endocytic recycling [GO:0032456]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]			2.0		PF10474;PF10475;
F4LS80	F4LS80_TEPAE	TRAP dicarboxylate transporter, DctP subunit	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]; transmembrane transport [GO:0055085]			1.0		PF03480;
C0QLM3	C0QLM3_DESAH	Glyoxalase/dioxygenase/bleomycin resistance family protein	methylmalonyl-CoA epimerase activity [GO:0004493]; L-methylmalonyl-CoA metabolic process [GO:0046491]			1.0	Methylmalonyl-CoA epimerase family	PF13669;
Q3A731	Q3A731_SYNC1	GTP cyclohydrolase I-related protein	GTP cyclohydrolase I activity [GO:0003934]			1.0		PF02649;
I1TK71	I1TK71_9MOLU	DNA-directed RNA polymerase beta subunit	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]			1.0		PF04561;
A0A1V4VAG0	A0A1V4VAG0_9EURY	PKD/Chitinase domain-containing protein				1.0		
A0A1M6PRL5	A0A1M6PRL5_9FIRM	3-aminobutyryl-CoA ammonia-lyase	hydrolase activity [GO:0016787]; lyase activity [GO:0016829]			1.0		PF03061;
R7XE79	R7XE79_9BURK	Type IV pilus assembly protein, tip-associated adhesin PilY1	pilus [GO:0009289]; metal ion binding [GO:0046872]			1.0	PilY1 family	PF05567;
W2CCW6	W2CCW6_9BACT	TonB-linked outer membrane protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF07715;PF00593;
A0LE88	A0LE88_SYNFM	Formate dehydrogenase, beta subunit, putative	cell envelope [GO:0030313]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]			1.0		PF13247;
F4BV66	F4BV66_METSG	formylmethanofuran dehydrogenase (EC 1.2.7.12)	formylmethanofuran dehydrogenase activity [GO:0018493]; transition metal ion binding [GO:0046914]; methanogenesis, from carbon dioxide [GO:0019386]		1.2.7.12	2.0		
B9M982	B9M982_GEODF	Aldehyde:ferredoxin oxidoreductase, bis-(Molybdopterin)-oxotungsten-binding	4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]			1.0	AOR/FOR family	PF01314;PF02730;
R6C9X5	R6C9X5_9CLOT	Bacterial extracellular solute-binding protein family 5	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
A0A1V4VFP5	A0A1V4VFP5_9EURY	V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A)	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	FUNCTION: Produces ATP from ADP in the presence of a proton gradient across the membrane. The archaeal alpha chain is a catalytic subunit. {ECO:0000256|ARBA:ARBA00003912, ECO:0000256|HAMAP-Rule:MF_00309}.	7.1.2.2	2.0	ATPase alpha/beta chains family	PF00006;PF02874;PF16886;PF22919;
A0B7N6	A0B7N6_METTP	Radical SAM domain protein	4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]			1.0		PF04055;
L0KCY7	L0KCY7_HALHC	Tripartite ATP-independent periplasmic transporter solute receptor, DctP family	outer membrane-bounded periplasmic space [GO:0030288]; transmembrane transport [GO:0055085]			1.0	Bacterial solute-binding protein 7 family	PF03480;
A0A1V4VDT8	A0A1V4VDT8_9EURY	Oxidative stress defense protein	DNA damage response [GO:0006974]			1.0		PF04402;
Q7XXG3	Q7XXG3_ORYSJ	OSJNBb0089K24.7 protein				1.0		PF04195;
U6EB36	U6EB36_9EURY	Protein FwdA	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]			1.0		PF07969;
L9WFN2	L9WFN2_9EURY	Poly(3-hydroxyalkanoate) polymerase subunit PhaC (PHB synthase subunit PhaC)	acyltransferase activity [GO:0016746]; nucleotide binding [GO:0000166]; poly-hydroxybutyrate biosynthetic process [GO:0042619]			2.0		PF00561;PF14520;
Q30VU1	Q30VU1_OLEA2	Heat shock protein Hsp20				1.0	Small heat shock protein (HSP20) family	PF00011;
F4BVQ8	F4BVQ8_METSG	Extracellular solute-binding protein, family 5	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
R9L4G3	R9L4G3_9BACL	Beta-propeller repeat protein				1.0		PF01391;PF06739;
A0A843KBL4	A0A843KBL4_9EURY	MBL fold metallo-hydrolase	linear primary-alkylsulfatase activity [GO:0018741]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; dodecyl sulfate metabolic process [GO:0018909]			1.0	Metallo-beta-lactamase superfamily, Type III sulfatase family	PF14864;PF14863;PF00753;
J0GX79	J0GX79_RHILT	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	cytosol [GO:0005829]; 1,4-alpha-glucan branching enzyme activity [GO:0003844]; cation binding [GO:0043169]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen biosynthetic process [GO:0005978]	FUNCTION: Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position. {ECO:0000256|ARBA:ARBA00002953, ECO:0000256|HAMAP-Rule:MF_00685}.	2.4.1.18	3.0	Glycosyl hydrolase 13 family, GlgB subfamily	PF00128;PF02806;PF02922;PF22019;
